Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Manzanillo (Mex),Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo (Pan),Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteborg,Buenaventura,Valparaiso,Tauranga,Pasir Gudang,Auckland,Caucedo,Izmir,Cristobal,Montevideo,Paranagua,Djibouti,Al Aqabah,Cape Town,Casablanca,Qasim,Qinhuangdao,Doha,Puerto Limon,Rio Grande,Hakata,Gemlik,Piraievs,Altamira,Puerto Cortes,Thilawa,Tuticorin,Dakar,Dar es Salaam,Navegantes,Liverpool,Aliaga,Douala,Santo Tomas,Sines,Napoli,Hai Phong,Bahia San Vicente,Puerto Cabello,Puerto Barrios,Halifax,Haina,Puerto Quetzal,Port Adelaide,Livorno,Vienna,Port De Salvador,Rio de Janeiro,Puerto Caldera,Sepetiba Bay,Budapest,Paita,Vitoria,Acajutla,Mombasa,Pecem,Port Au Prince,Pipavav Bandar,Santa Marta,Barranquilla,Varna,Corinto,Puerto Castilla,Reykjavik,St John,Progreso,Puerto Plata,Santo Domingo,Sendai,Bratislava,Shimizu,All Other Brazil Ports South of Recife,Eemshaven,All Other Chile Ports,All Other India West Coast Ports,All Other Fiji Islands Ports,Coquimbo,Asuncion,Kleinhuningen,Cebu,Izmit,All Other Vietnam Ports,Semarang,All Other Turkey Mediterranean Ports,All Other Norway Ports,Tema,All Other Nicaragua Caribbean Region Ports,Palembang,Abidjan,San Pedro,Belawan,Davao,All Ports in Cambodia,Klaipeda,Aarhus,Rauma,Koper,Ringaskiddy,Tallinn,Constanta,Riga,Fredericia,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Beirut,17291.05,13507.03,15842.34,15842.34,17339.49,18178.88,18178.38,15932.65,7165.47,18617.39,7016.97,12977.71,16401.99,18427.23,7476.05,6967.31,16252.98,13387.12,12955.90,14175.10,7258.03,14474.86,18137.74,19150.30,7986.03,15091.74,4643.99,3943.85,7075.17,1964.81,9449.33,14945.93,6817.79,16160.43,1757.55,4692.43,14804.22,2237.20,529.32,5070.50,16921.56,18375.59,2336.54,19150.30,19097.04,11401.79,18906.89,20204.79,6459.79,26169.34,14196.13,9270.77,13701.97,18039.63,18009.30,9681.80,16730.90,3155.36,18906.89,6600.27,7986.03,17696.72,3605.92,2914.31,15454.74,6557.90,7775.30,11696.28,16383.15,13666.30,7258.03,10048.38,12904.50,748.57,16570.34,477.92,7645.64,13701.97,19617.79,12717.25,16712.06,3155.36,12737.88,428.25,529.32,8174.96,308.33,18968.10,14784.87,20290.13,3563.54,17941.08,15932.65,2934.88,17768.97,0.00,15644.84,15208.36,7855.86,16620.52,20290.13,25868.91,13507.03,25940.38,12770.45,1197.39,14586.19,17959.58,15524.92,3501.37,717.74,14826.07,5103.07,7258.03,18547.15,7675.96,14784.87,16773.73,18180.11,1855.66,1396.58,15397.29,14603.24,12306.16,9250.14,7687.96,7984.80,15644.84,6788.69,1197.39,13128.96,14911.57,5053.40,2576.37,15463.26,20503.32,13291.25,14911.57,10159.72,12958.87,16537.72,24242.72,3203.80,6540.80,12559.72,14336.11,15910.28,14625.60,7127.80,16503.07,13537.86,16297.89,7696.53,11413.79,13039.37,7864.89,13976.88,13928.44,2115.55,15910.28,14383.98,8248.68,10260.80,14269.63,12749.88,12770.45,18502.80,6631.11,18497.48,12368.34,7138.12,20290.13,7377.94,23314.34,19923.10,28017.66,6358.65,16571.57,1945.97,15651.68,15144.67,289.50,9853.23,11321.23,14545.05,14064.22,10582.92,23305.49,12636.80,17120.24,13047.95,8394.21,7667.44,8774.02,3033.71,6579.70,8774.02,2047.05,8774.02,7645.64,19093.28,17296.88,18067.26,18877.56,19526.79,14879.51,13969.87,13056.42,12386.61,11446.65
Itajai,25315.15,28573.38,26831.65,26831.65,25533.18,24465.50,25321.99,27091.54,22231.83,25591.42,12753.64,28044.06,26005.54,25132.35,13212.72,12703.97,26154.55,28453.47,28022.26,28919.33,12994.70,29541.21,25491.58,23874.46,23052.39,26642.49,11000.85,12037.69,22141.52,17031.16,24515.68,698.91,12554.45,27033.35,15182.28,11049.29,12994.54,13407.63,15326.25,20136.85,28290.67,21808.42,13407.63,23874.46,24014.95,19341.57,24134.86,4828.88,12196.45,33234.65,12286.60,15007.43,12427.60,25013.66,24664.69,11513.13,26012.83,12886.83,24134.86,12055.96,23052.39,13569.55,12278.75,13066.73,30029.39,12294.56,22841.65,26762.63,14503.23,12307.69,22324.38,25114.74,27970.85,15136.09,26033.40,15953.17,22711.99,12427.60,4241.87,12171.96,25695.47,12886.83,27804.23,15763.52,15326.25,13911.62,15813.19,26720.31,13326.41,11443.23,12716.02,16986.33,27091.54,12906.18,25553.24,15644.84,0.00,14847.67,13481.64,14740.60,11443.23,30590.61,28573.38,30662.09,11101.26,14853.89,12846.76,2583.66,119.91,18567.72,15924.07,15917.29,10612.01,22324.38,25421.84,22742.32,13326.41,1397.81,24326.75,15280.39,14485.12,15036.59,13917.46,27372.51,24316.49,8237.85,23051.16,50.00,12244.38,14853.89,12106.47,14225.79,10860.36,13267.15,27821.28,10864.24,10919.63,14225.79,11751.73,11319.29,15179.11,34811.07,13104.86,17479.47,3354.04,1545.59,14551.67,1256.09,18096.08,14566.47,2384.47,14939.28,22762.89,5427.72,11580.91,22931.24,11997.11,11978.27,15540.29,14551.67,13557.72,12662.82,11723.86,13908.93,11291.42,11101.26,23226.96,17599.38,24503.63,3782.28,12874.78,11443.23,22444.30,28036.05,11614.55,12641.74,16090.13,27262.86,15370.70,27869.72,30211.02,15764.75,14676.73,10298.74,13227.07,29130.57,9560.43,7929.58,27703.16,27769.87,28114.30,14130.88,13333.86,14510.68,13791.77,11696.22,14510.68,15471.78,14510.68,13382.30,23814.98,22018.59,21640.07,20531.75,19783.18,14755.68,13846.04,12511.12,12333.02,12073.85
Veracruz,17376.88,21781.04,18893.37,18893.37,17594.90,16527.23,17483.06,19153.26,21795.35,17752.49,11066.39,22310.36,18067.26,17293.41,11186.81,11174.76,18216.27,21900.95,21978.49,20981.06,10968.79,22181.93,17644.57,15936.18,22615.91,26206.01,10564.37,11601.21,21705.04,16594.68,24079.20,14148.76,11025.24,19095.07,14745.80,10712.15,3212.32,12971.16,14889.77,19700.37,20352.40,7554.82,12971.16,15936.18,16076.67,23615.23,16196.58,18829.64,10667.24,23651.17,3592.64,12981.53,2814.97,17174.72,16726.41,5526.55,18074.55,12450.36,16196.58,10298.98,22615.91,6049.09,11842.27,12630.25,22091.11,10765.35,22405.18,23807.51,4791.26,2975.52,21887.91,24678.26,22000.29,14699.61,18095.13,15516.69,22275.51,2814.97,18242.63,2675.71,17757.19,12450.36,21930.05,15327.04,14889.77,11885.72,15376.71,18814.10,2795.62,8642.50,12279.54,2732.73,19153.26,12469.70,17614.97,15208.36,14847.67,0.00,11087.47,5130.43,8642.50,18759.34,21781.04,18830.81,3945.08,14417.41,2994.30,16824.25,14727.75,18131.24,15487.60,20190.95,10473.55,21887.91,17582.90,22305.84,2795.62,15976.55,16388.48,14843.92,14048.64,597.83,2047.05,22837.95,23880.01,10939.13,22614.68,14847.67,10347.42,14417.41,16380.13,2355.38,10225.20,12830.67,19883.00,8812.09,4424.74,2355.38,5326.14,3963.92,2692.09,25227.59,12668.38,16119.79,11762.55,13538.94,3082.66,13828.43,17113.18,4811.83,12740.69,2721.69,22326.41,9419.94,3436.33,22494.76,3782.79,3564.77,15103.81,3082.66,1997.38,8841.75,5017.81,938.73,3655.59,3945.08,15288.68,16616.48,16565.35,11571.16,10848.87,8642.50,22007.82,16204.77,8275.47,26642.50,14656.73,19324.58,14934.22,19931.44,22330.94,15328.27,11458.75,14572.40,2555.79,22139.55,13834.09,20573.67,22407.96,19831.59,21421.30,12104.97,10939.69,12484.77,13355.29,9868.99,12484.77,15035.30,12484.77,11128.11,9996.92,10962.06,7386.46,6278.15,5529.58,1227.00,1744.27,2336.54,2821.75,4127.52
Goteborg,13948.34,18352.51,15464.84,15464.84,14166.37,13098.69,13955.18,15724.73,14442.85,14224.62,1105.35,18881.83,14638.73,13765.54,872.10,1365.24,14787.74,18472.42,18549.96,17552.52,767.41,18753.39,14124.77,12507.65,15263.41,18952.85,3592.13,4558.27,14352.54,9242.18,16726.70,12782.74,1245.33,15666.54,7393.30,3780.55,10683.33,5618.66,7537.27,12347.87,16923.86,11732.94,5717.99,12507.65,12648.14,18679.17,12768.05,18041.60,1396.07,21870.30,10075.24,2298.04,9581.08,13646.85,13297.88,5560.92,14646.02,4998.52,12768.05,1425.68,15263.41,13575.83,4249.94,5377.09,18662.58,1564.43,15052.68,18973.65,12262.27,9545.41,14535.40,17325.76,18571.76,7347.11,14666.60,8164.19,14923.01,9581.08,17454.59,8596.36,14328.66,4998.52,18501.52,7974.54,7537.27,1202.23,8024.21,15353.50,10663.98,16169.25,4727.86,13820.20,15724.73,5117.20,14186.43,7855.86,13481.64,11087.47,0.00,12499.64,16169.25,19226.26,18352.51,19297.73,8649.56,7064.91,10465.31,15796.38,13361.73,10778.74,8135.09,15308.93,3782.28,14535.40,14055.03,14953.34,10663.98,14610.53,12959.94,7491.42,6696.14,11276.40,10482.35,19409.41,16527.51,6057.11,15262.18,13481.64,1474.12,7064.91,11498.11,10790.68,3182.72,5378.83,16454.47,16382.43,9170.36,10790.68,5998.19,8837.98,12416.83,23446.72,5216.54,5436.30,10396.52,12172.91,11789.40,12462.41,6429.69,12382.18,11374.67,12177.01,14973.91,9250.59,8918.49,15142.26,9855.99,9807.55,7751.31,11789.40,10263.10,2512.19,6139.91,10148.74,8628.99,8649.56,11860.15,5933.00,13136.82,10205.14,717.74,16169.25,14655.32,16671.70,15802.21,25854.46,4876.81,15896.05,7581.72,16502.91,18902.40,7975.77,3011.91,9690.38,10424.16,18711.02,8952.07,21142.30,18979.43,16403.06,17992.77,1421.48,218.02,1801.29,5903.45,1884.76,1801.29,7682.80,1801.29,436.05,12450.63,10654.23,11424.61,12234.91,12884.14,10758.62,9848.99,8935.53,8265.72,7325.76
Buenaventura,20472.76,24876.92,21989.26,21989.26,20690.79,19623.11,20578.94,22249.15,23207.51,20848.37,12478.55,25406.25,21163.15,20389.29,12598.98,12586.92,21312.15,24996.84,25074.37,24076.94,12380.95,25277.81,20740.46,19032.07,24028.07,27618.17,11976.53,13013.38,23117.21,18006.84,25491.37,14041.70,12437.41,22190.96,16157.97,12124.31,2154.96,14383.32,16301.93,21112.54,23448.28,10650.70,14383.32,19032.07,19172.55,23508.17,19292.47,16871.67,12079.40,26747.05,2661.25,14393.69,3483.04,20270.61,19822.30,6938.72,21170.44,13862.52,19292.47,11711.14,24028.07,4047.52,13254.43,14042.42,25186.99,12177.51,23817.34,26903.40,2733.95,3193.54,23300.07,26090.42,25096.18,16111.77,21191.01,16928.85,23687.68,3483.04,16284.67,4300.63,20853.08,13862.52,25025.93,16739.21,16301.93,13297.88,16788.88,21909.98,2504.90,6640.93,13691.71,5828.61,22249.15,13881.86,20710.85,16620.52,14740.60,5130.43,12499.64,0.00,6640.93,21855.22,24876.92,21926.70,3850.07,15829.57,2136.13,14866.28,14620.69,19543.41,16899.76,20083.89,11885.72,23300.07,20678.79,23718.00,2504.90,15855.91,19484.36,16256.08,15460.80,5418.69,3703.52,25933.83,25292.18,10902.31,24026.84,14740.60,11759.58,15829.57,16273.07,4011.85,11637.37,14242.83,22978.89,6854.12,3920.31,4011.85,6797.00,3898.51,4021.39,28323.48,14080.54,17531.95,11655.49,13431.87,3393.96,13721.37,18525.34,2853.87,12633.63,3781.57,23738.57,9312.88,3581.15,23906.93,2980.35,2762.33,16515.97,3393.96,3343.78,10253.91,6529.31,4191.69,3870.65,3850.07,18384.57,18028.65,19661.24,11464.10,12261.04,6640.93,23419.98,19300.66,6273.90,24684.53,16068.89,22420.47,16346.39,23027.33,25426.82,16740.44,12870.92,14465.34,2715.12,25235.44,13727.02,18615.71,25503.85,22927.48,24517.18,13517.13,12351.86,13896.94,14767.45,11281.16,13896.94,16447.46,13896.94,12540.27,13092.81,14057.94,10482.35,9374.04,8625.46,5397.61,4939.04,4063.26,4929.29,5837.70
Valparaiso,23042.07,27446.23,24558.57,24558.57,23260.09,22192.42,23148.25,24818.46,26877.12,23417.68,16148.16,27975.56,23732.45,22958.60,16268.59,16256.53,23881.46,27566.15,27643.68,26646.25,16050.56,27847.12,23309.76,21601.38,27697.68,31287.78,15646.14,16682.99,26786.82,21676.45,29160.98,11873.21,16107.02,24760.27,19827.58,15793.92,5822.12,18052.93,19971.54,24782.15,26017.59,13220.01,18052.93,21601.38,21741.86,27177.78,21861.78,11131.42,15749.01,29316.36,6360.47,18063.30,7150.19,22839.92,22391.61,10608.33,23739.75,17532.13,21861.78,15380.75,27697.68,2900.52,16924.04,17712.03,27756.30,15847.12,27486.95,29472.71,4523.64,6860.70,26969.68,29760.03,27665.49,19781.38,23760.32,20598.46,27357.29,7150.19,10544.42,7914.50,23422.38,17532.13,27595.24,20408.82,19971.54,16967.49,20458.49,24479.29,5846.88,50.00,17361.32,8397.92,24818.46,17551.47,23280.16,20290.13,11443.23,8642.50,16169.25,6640.93,0.00,24424.53,27446.23,24496.01,7519.68,19499.18,5803.28,9126.03,11492.90,23213.02,20569.37,23753.50,15555.33,26969.68,23248.10,27387.61,5846.88,10115.66,22053.67,19925.69,19130.41,8930.77,7145.35,28503.14,28961.79,14571.92,27696.45,11443.23,15429.19,19499.18,19942.68,7453.69,15306.98,17912.44,25548.20,815.85,7589.92,7453.69,10466.61,7568.12,6801.43,30892.79,17750.15,21201.56,14528.34,12719.90,6384.73,12430.40,22194.95,3997.29,13558.78,6631.85,27408.18,12982.49,7250.76,27576.54,6649.96,6431.94,20185.58,6384.73,6785.62,13923.52,10198.92,7703.77,7540.26,7519.68,20953.88,21698.26,22230.55,14956.59,15930.65,50.00,27089.59,21869.97,548.16,18944.28,19738.50,24989.78,20016.00,25596.64,27996.13,20410.05,16540.53,18134.95,6086.71,27804.74,17396.63,12875.46,28073.16,25496.79,27086.49,17186.74,16021.47,17566.55,18437.06,14950.77,17566.55,20117.07,17566.55,16209.88,15662.12,16627.25,13051.66,11943.34,11194.77,8909.69,8451.12,7575.34,8443.83,9504.85
Tauranga,12707.50,15425.82,13662.05,13662.05,12855.28,12197.52,13127.22,13921.94,23624.32,13396.66,19486.66,15955.14,12695.45,13136.26,19466.09,19647.21,13055.19,15545.73,16044.73,15047.30,19248.06,15165.42,13185.93,10911.10,21280.99,36965.90,21435.60,22472.44,23534.01,26570.68,19422.36,29891.71,19527.30,12652.56,25406.36,21624.02,20354.60,23631.71,25550.32,23464.99,15121.07,13794.01,23731.05,10911.10,11250.27,29960.88,11299.94,33487.77,19678.05,8755.18,20963.20,20772.71,21132.27,12818.89,12267.77,19598.29,13053.96,23011.57,11299.94,19268.64,21280.99,21831.12,22262.99,23390.14,14057.10,19846.40,24234.14,17873.75,20854.26,20971.72,22219.72,19162.47,16066.53,25360.16,12934.05,26177.24,22127.68,21132.27,32900.76,21435.05,12666.35,23011.57,15996.29,25987.60,25550.32,20062.69,26037.26,14285.21,19686.53,24424.53,22740.91,16293.08,13921.94,23130.25,13086.08,25868.91,30590.61,18759.34,19226.26,21855.22,24424.53,0.00,15425.82,548.16,21911.68,25077.96,20166.18,31482.38,30470.70,25410.96,26148.15,33149.94,21625.75,22219.72,13326.41,24134.80,19686.53,31719.50,11859.59,25504.47,24709.19,19357.17,20116.51,16904.19,19522.21,23898.12,26941.25,30590.61,19317.08,25077.96,29339.12,19808.18,21026.19,23391.88,14651.68,24383.39,22192.65,19808.18,19936.22,21960.12,18240.28,10331.60,23229.59,24296.76,27505.50,29281.88,18630.85,29571.38,25290.15,20623.47,28483.64,18269.88,26652.98,25657.13,21502.27,21569.26,21252.69,21034.67,25764.36,18630.85,20446.65,18266.45,20077.94,19698.07,21721.52,21911.68,10783.90,24793.46,11568.86,27314.11,19198.39,24424.53,22029.57,2554.57,24057.50,41300.63,23158.78,12160.14,25594.78,14700.12,14396.27,25988.82,17556.00,27531.39,19826.51,15503.36,26793.08,35231.81,16474.20,11681.72,15487.54,20281.94,19078.48,20132.42,23916.50,19487.89,20661.75,25695.85,20661.75,19266.90,8762.42,13809.59,13526.32,13563.94,13932.20,19986.34,20503.61,21095.88,21581.09,21263.79
Pasir Gudang,4602.84,50.00,3154.13,3154.13,4651.28,5490.67,5490.17,3244.44,8595.86,5929.18,18612.91,529.32,3713.78,5739.02,18592.33,18773.46,3564.77,119.91,1694.60,1486.89,18374.31,967.83,5449.53,6677.75,6252.53,28020.29,17572.53,16872.40,8505.55,11542.22,4294.56,27874.48,18653.55,3291.09,14984.11,17620.98,23376.30,15165.75,13247.14,8436.53,4233.35,15100.26,15265.09,6677.75,6408.83,14932.42,6218.68,33133.34,18804.29,12662.31,23241.82,19898.95,22747.66,5351.42,5321.09,18826.84,4042.69,16083.91,6218.68,18394.88,6252.53,24852.82,16534.46,15842.85,1947.71,18972.65,9205.68,3213.55,23875.96,22711.99,7191.26,4432.03,1646.16,13536.63,3882.13,13984.94,7099.22,22747.66,32546.33,21762.94,4023.85,16083.91,938.73,13315.64,13247.14,19188.93,13575.54,6279.89,22708.23,27446.23,16492.09,19314.78,3244.44,15863.43,5080.76,13507.03,28573.38,21781.04,18352.51,24876.92,27446.23,15425.82,0.00,15255.01,22184.41,14423.96,23187.88,30888.12,28453.47,10382.50,12789.29,18356.70,18031.61,7191.26,5858.94,9106.34,22708.23,29702.27,5491.90,15082.22,14523.81,22378.87,23138.21,2413.57,4663.33,20616.50,11912.79,28573.38,18443.32,14423.96,23715.41,22829.88,17981.94,15504.91,2775.05,27405.09,23102.56,22829.88,19164.77,22302.58,21261.98,10735.69,16132.35,19469.34,25488.27,27264.65,21652.55,27554.15,20056.35,23645.17,26466.41,21291.58,11624.52,24342.33,22184.41,6540.80,23121.91,22974.13,15342.12,21652.55,23429.68,17392.69,19306.49,22719.77,21994.25,22184.41,7088.39,19559.65,5809.27,25296.88,18324.64,27446.23,7001.10,13607.78,27079.20,40946.20,19287.20,3461.90,15172.53,2963.47,1637.64,13796.53,16682.24,24249.78,22848.21,557.19,23511.46,36234.04,1107.09,4010.57,1207.65,19408.19,18204.73,19258.67,15962.26,18614.14,19787.99,15273.61,19787.99,18393.15,14408.09,14021.55,14791.93,15602.23,16251.46,23008.04,23015.56,22102.11,21432.30,20492.34
Auckland,12536.69,15255.01,13491.24,13491.24,12684.47,12026.71,12956.41,13751.13,23453.51,13225.84,19558.13,15784.33,12524.64,12965.44,19537.56,19718.69,12884.38,15374.92,15873.92,14876.49,19319.54,14798.39,13015.11,10740.29,21110.18,37037.37,21507.07,22543.91,23363.20,26399.87,19251.55,29963.18,19598.77,12481.75,25477.83,21695.49,20426.07,23703.18,25621.79,23294.18,14950.26,13865.49,23802.52,10740.29,11079.46,29790.07,11129.13,33559.24,19749.52,8207.02,21034.67,20844.18,21203.74,12648.08,12096.96,19669.76,12883.15,23083.04,11129.13,19340.11,21110.18,21902.59,22334.47,23461.62,13619.83,19917.87,24063.33,17702.94,20925.73,21043.19,22048.91,18991.66,15895.72,25431.63,12763.24,26248.71,21956.87,21203.74,32972.24,21506.52,12495.54,23083.04,15825.48,26059.07,25621.79,20134.16,26108.74,14114.40,19758.00,24496.01,22812.38,16364.55,13751.13,23201.72,12915.27,25940.38,30662.09,18830.81,19297.73,21926.70,24496.01,548.16,15255.01,0.00,21983.15,25149.43,20237.65,31553.85,30542.17,25240.15,26219.62,33214.35,21697.23,22048.91,13155.60,23963.99,19758.00,31790.97,11688.78,25575.94,24780.66,19428.64,20187.98,16733.38,19351.40,23969.59,26770.44,30662.09,19388.55,25149.43,29410.59,19879.65,21097.66,23463.35,14480.87,24454.86,22264.12,19879.65,20007.70,22031.59,18311.75,9783.44,23301.06,24368.23,27576.97,29353.36,18702.32,29642.85,25361.62,20694.94,28555.11,18341.35,26482.17,25728.60,21573.74,21398.45,21324.16,21106.14,25835.83,18702.32,20518.12,18337.92,20149.41,19769.54,21792.99,21983.15,10613.09,24864.93,11398.05,27385.58,19269.87,24496.01,21858.75,2626.04,24128.97,41372.10,23230.26,11989.33,25666.25,14529.31,14029.24,26060.30,17627.47,27602.87,19897.98,15317.45,26864.55,35303.28,16303.39,11510.90,15316.73,20353.41,19149.95,20203.90,23987.97,19559.36,20733.22,25767.32,20733.22,19338.37,8833.89,13881.07,13597.79,13635.41,14003.67,20057.81,20575.08,21167.35,21652.56,21335.26
Caucedo,17780.24,22184.41,19296.74,19296.74,17998.27,16930.59,17787.08,19556.63,19357.44,18056.51,8628.48,22713.73,18470.63,17597.44,8748.90,8736.85,18619.64,22304.32,22381.86,21384.42,8530.88,22585.29,17956.67,16339.55,20178.00,23768.10,8126.46,9163.31,19267.13,14156.77,21641.29,10402.36,8587.33,19498.44,12307.90,8274.24,2033.77,10533.25,12451.86,17262.46,20755.76,10707.16,10533.25,16339.55,16480.04,19868.83,16599.95,15661.22,8229.33,25599.89,1425.68,10543.62,1425.68,17478.75,17129.78,3386.66,18477.92,10012.45,16599.95,7861.07,20178.00,4926.27,9404.36,10192.35,22494.48,8327.44,19967.27,23888.25,3612.70,1206.43,19450.00,22240.35,22403.66,12261.70,18498.49,13078.78,19837.60,1425.68,15074.21,1637.64,18160.56,10012.45,22333.42,12889.14,12451.86,9447.81,12938.81,19185.40,2225.15,7519.68,9841.64,5885.07,19556.63,10031.79,18018.33,12770.45,11101.26,3945.08,8649.56,3850.07,7519.68,21911.68,22184.41,21983.15,0.00,11979.50,1815.74,13416.00,10981.35,15693.33,13049.69,16444.54,8035.65,19450.00,17886.93,19867.93,2225.15,12230.15,16791.84,12406.01,11610.73,4204.25,2816.19,23241.31,21442.11,7192.72,20176.77,11101.26,7909.51,11979.50,12633.73,3124.53,7787.30,10392.76,20286.37,7732.87,918.16,3124.53,3344.29,218.02,4077.85,27176.32,10230.47,13681.88,8016.14,9792.53,3450.41,10082.03,14675.27,3732.62,8994.29,3838.02,19888.50,5673.54,508.75,20056.86,1206.43,1157.98,12665.90,3450.41,2456.46,6503.18,3246.18,3006.35,459.08,50.00,15692.05,14178.58,16968.72,7824.76,8410.97,7519.68,19569.91,19357.11,7152.65,23474.08,12218.82,19727.95,12496.32,20334.81,22734.30,12890.36,9219.53,10826.00,2125.81,22542.92,10087.68,18761.92,22811.33,20234.96,21824.67,9667.06,8501.78,10046.87,10917.38,7431.09,10046.87,12597.39,10046.87,8690.20,13149.26,14114.40,10538.80,9430.49,8681.91,3984.49,3074.86,1778.12,2196.06,2683.00
Izmir,18207.98,14423.96,16759.27,16759.27,18256.42,18950.39,19095.31,16849.58,8082.40,19534.32,6226.02,13894.64,17318.92,19344.16,6685.10,6176.35,17169.91,14304.05,13872.83,15092.03,6467.08,15391.79,19054.67,18359.35,8902.96,14441.28,3853.04,3152.90,7992.10,2881.73,10366.26,14154.98,6026.84,17077.35,597.83,3901.48,14013.27,1446.25,1176.82,5987.43,17838.49,17584.64,1545.59,18359.35,18499.83,12318.72,18619.75,19413.84,5668.83,27086.27,13405.18,8479.82,12911.02,18956.56,18926.23,8890.85,17647.83,2364.41,18619.75,5809.32,8902.96,16905.77,2814.97,2123.35,16371.67,5766.94,8692.23,12613.21,15592.20,12875.35,8174.96,10965.31,13821.43,986.66,17487.27,1505.73,8562.57,12911.02,18826.84,11926.30,17628.99,2364.41,13654.81,1415.42,1176.82,7384.01,1365.75,19885.03,13993.92,19499.18,2772.59,17150.13,16849.58,2143.93,18685.90,1197.39,14853.89,14417.41,7064.91,15829.57,19499.18,25077.96,14423.96,25149.43,11979.50,0.00,13795.24,17168.63,14733.97,4418.30,1675.31,15743.00,4312.12,8174.96,19464.08,8592.89,13993.92,15982.77,18811.64,695.94,605.63,14606.34,13812.29,13223.09,10167.07,6897.01,8901.73,14853.89,5997.74,50.00,12338.01,14120.62,4262.45,1785.42,16380.19,19712.37,12500.30,14120.62,9368.77,12167.92,15746.77,25159.65,2412.85,5749.85,11768.77,13545.16,15119.33,13834.65,6336.85,15712.12,12746.91,15506.94,8613.46,10622.84,12248.42,8781.82,13185.93,13137.48,955.83,15119.33,13593.03,7457.73,9469.85,13478.68,11958.93,11979.50,17711.85,5840.15,18988.52,11577.38,6347.17,19499.18,8294.87,22523.39,19132.15,27226.71,5567.70,17488.50,786.25,16568.61,16061.60,1317.31,9062.28,10530.28,13754.09,14981.15,9791.97,22514.54,13553.73,18037.17,13964.88,7603.26,6876.49,7983.06,2242.76,5788.75,7983.06,887.32,7983.06,6854.69,18302.33,16505.93,17276.31,18086.61,18735.84,14088.56,13178.92,12265.47,11595.66,10655.70
