Port,Shanghai,Singapore,Yantian,Hong Kong,Ningbo,Pusan,Qingdao Gang,Guangzhou,Mina Jabal Ali,Tianjin,Rotterdam,Kelang,Kao-Hsiung,Dalian,Hamburg,Antwerpen,Xiamen,Tanjung Pelepas,Laem Chabang,Ho Chi Minh,Bremerhaven,Jakarta,Lianyungang,Tokyo,Jawaharlal Nehru,Chiwan,Algeciras,Valencia,Khawr Fakkan,Jeddah,Colombo,Santos,Felixstowe,Manila,Constantinopole,Tanger,Balboa,Gioia Tauro,Port Said,Mina Raysut,Shilong,Vancouver,Marsaxlokk,Yokohama Ko,Nagoya Ko,Durban,Kobe,Colon,Le Havre,Melbourne,Cartagena,St Petersburg,Yantai,Gwangyang Hang,Sydney,Fuzhou,Genova,Osaka,Dublin,Mumbai,Puerto Del Callao,Barcelona,Rades,Surabaja,Southampton,Dammam,Chittagong,Guayaquil,Kingston,Karachi,Chennai,Bangkok,Alexandria,Taichung,Mersin,Mundra,Manzanillo,Buenos Aires,South Riding Point,Taipei,La Spezia,Pulau Pinang,Ashdod,Damietta,Gdynia,Haifa,Nanjing,Puerto Moin,Puerto San Antonio,Marseille,Lazaro Cardenas,Da Chan Bay,Cagliari,Jiangyin,Beirut,Itajai,Veracruz,Goteburg,Buenaventura,Hawaii,Alaska,North Pacific,Central Pacific,South Pacific,East Gulf of Mexico,West Gulf of Mexico,Central Florida,South Atlantic,North Atlantic
Bremerhaven,8601.737517,10240.33791,8980.629163,9005.349805,8727.275284,8620.572273,8096.432845,8870.777994,4969.565837,7696.562037,330.453263,9925.215301,9326.441634,7903.022672,89.22085857,383.2934022,9032.809602,10214.61102,8991.447492,9576.371836,0,11100.88348,8171.479797,9041.460851,6638.57662,3738.322905,2219.143745,1704.668523,5021.700654,4403.593852,8154.356727,10096.71642,519.6126795,10112.99406,2060.996471,2269.000836,9086.495461,1771.167733,3119.190013,5638.82341,8830.910461,8061.054288,2023.952494,9058.559683,8979.619891,9524.40876,8946.844614,11485.94007,738.2073741,16281.2049,8690.058705,1486.715312,8019.443054,8584.798621,4803.633489,8953.101863,1015.89828,8957.88988,980.8806381,6642.228661,10803.72571,1436.665981,1868.99086,11584.05929,739.6608095,4541.664385,7591.769986,10104.08013,8108.08653,5748.099242,7634.79104,8907.298931,3012.108433,9184.998081,2734.308195,6100.240157,7922.585965,11716.99181,7455.396269,9153.005723,1052.879704,9639.902456,3184.559676,3071.9773,659.7319351,3110.242345,8374.395681,9224.332589,12357.64033,1157.105472,9706.221377,8961.095419,1592.454593,8469.71469,3039.07716,10499.23842,9229.08147,509.5481164,9372.947245,11592.74242,7114.598867,8044.20714,8828.14819,9056.211624,8336.385446,7770.068179,7683.214747,7130.128422,6167.080339
Jakarta,4430.611117,887.3723614,3289.065585,3253.280554,4296.461658,5135.13865,4888.822321,3321.240679,6583.252651,5137.216256,11390.51456,1180.927787,3508.712386,5233.058786,11011.68582,11404.16099,3606.633782,907.3043439,2233.681913,1875.57851,11100.88348,0,4728.036181,5774.867938,4646.608235,10848.03245,12405.81365,11912.49067,6478.119373,7986.0644,3331.932311,15585.31026,11605.17722,2775.121693,9449.878187,12445.69705,19236.7073,10513.93434,8914.100829,6348.436156,3296.850745,13543.15549,10613.78002,5754.54471,5550.646317,8304.118739,5416.923885,15468.58704,11730.38664,5214.63318,19466.3818,9860.97143,5083.263215,5054.02177,15391.82153,3821.207301,11112.76069,5431.313747,12072.2974,4648.233071,17948.20843,11682.12667,11000.06272,656.4887325,11810.27953,7095.279513,3560.149337,18823.84933,18636.63007,5516.09967,3630.36033,2316.955923,9137.016533,3687.501434,8860.452824,5159.731864,18372.81077,15231.91662,17670.5982,3812.123623,11041.57366,1471.69619,8712.987258,8970.446706,10452.38945,8710.00709,4428.061447,18835.41534,15599.67004,11441.64271,16599.93157,3273.918756,11104.26362,4457.896433,8695.875861,15495.85437,17130.22903,10872.57258,19512.9095,10795.17625,11306.71049,13408.52382,13920.5973,14447.83445,16562.62433,16903.039,17739.19045,17007.323,16310.23064
Lianyungang,435.2586073,4055.996141,1441.934567,1477.440415,574.22768,874.4043397,162.40829,1425.515506,6200.588013,499.2902422,8500.647184,3991.085574,1349.554451,505.7836801,8098.498195,8553.961657,1151.209845,4061.630589,3047.051542,2961.024336,8171.479797,4728.036181,0,1844.146634,4887.43911,10322.83301,10285.58351,9708.161983,6062.969394,7813.661045,5089.686406,18189.65123,8660.703793,2245.725279,7601.246377,10337.58873,14761.66481,8704.061938,7860.608421,6724.51026,1466.132484,9120.978955,8970.455861,1839.299155,1586.756856,11707.1798,1437.017066,19656.5734,8908.943756,8487.793497,14752.21469,6684.769918,361.0116429,762.3858116,11021.20195,961.9432595,8771.150537,1459.801975,8913.676125,4903.121085,16986.92939,9410.205282,9209.790376,4716.897863,8877.91976,6562.310708,3017.893075,15880.32809,13908.81277,5126.181888,4605.857813,3010.473283,8063.241174,1165.080593,7380.565073,4978.368732,13644.8195,19814.86425,12944.31258,1079.923253,8735.301534,3805.057513,7636.233592,7894.072322,7566.296395,7554.576217,301.742316,14503.86476,18989.3531,9090.695878,12692.76259,1460.558677,9119.175595,321.5402265,7455.780923,18585.09956,12937.18587,7731.735536,15386.57974,8036.247713,6708.719677,8986.171495,9726.308454,10318.46713,12055.48218,12232.67115,13013.7526,12279.89266,11650.7438
Tokyo,1761.118647,5321.397849,2857.926299,2884.393621,1815.542457,973.0951553,1753.564465,2909.737206,7969.750621,1979.308676,9351.940034,5357.540224,2377.793781,1640.132576,8984.223492,9417.460625,2422.657976,5337.207285,4622.54947,4327.638686,9041.460851,5774.867938,1844.146634,0,6731.537895,11805.63994,11257.07378,10713.31127,7834.899294,9532.357522,6854.14112,18588.31841,9468.498766,2999.758239,8950.019145,11307.65559,13567.69189,9958.251837,9405.319347,8544.379764,2979.641721,7783.654887,10253.13596,23.04199574,269.8141863,13462.06036,430.2192939,18323.98833,9745.524721,8190.479437,13693.66055,7607.1548,1644.161652,1088.140588,10700.58552,2217.080939,9825.668725,408.340548,9588.362777,6747.233901,15479.2726,10422.19415,10419.8892,5542.828848,9666.819059,8293.039059,4840.858,14494.23368,12917.72081,6941.129701,6415.940591,4607.507603,9587.365567,2238.104,8856.923287,6810.704485,12675.50766,18365.69002,12024.9311,2110.049369,9807.468854,5243.343051,9192.658592,9430.73872,8524.468041,9098.75238,1975.18372,13237.06367,17147.81371,10106.71662,11188.71769,2893.755397,10270.41531,1847.730737,8987.326755,18758.79153,11542.29724,8549.457849,14182.55705,6199.912378,5560.981975,7648.031354,8258.375356,8831.117721,10804.24899,11138.8014,12031.67848,11374.23062,10965.22597
Jawaharlal Nehru,5035.559171,3899.191736,4303.160908,4297.957401,5032.345248,5760.642535,4983.14023,4195.300837,1960.745396,4829.130643,6890.898078,3567.150289,4916.030788,5159.18544,6550.952557,6890.640934,4682.96773,3867.043553,3053.800369,3736.085591,6638.57662,4646.608235,4887.43911,6731.537895,0,6451.720555,7759.876113,7268.360721,1845.051394,3527.995094,1529.656657,13748.00724,7107.966009,5122.154151,4823.571326,7800.244679,15689.18014,5867.649146,4286.571569,2012.672494,4116.264266,12662.60835,5970.51378,6726.725027,6473.182339,7040.366291,6320.841953,14936.89104,7186.932719,9808.520905,15259.79196,5669.463564,5115.308602,5646.961491,11380.17363,4803.73448,6497.866501,6343.705152,7616.915537,16.70249246,16723.88157,7044.978346,6354.600049,5241.129839,7294.46589,2473.519245,1998.891958,16520.61522,14743.25041,892.8643741,1020.906528,2994.101356,4513.497301,4928.989083,4216.547223,538.3444686,14561.16043,14931.83446,14068.60738,5011.752183,6423.959624,3330.086547,4077.782272,4341.832519,6033.684908,4068.605336,4784.701653,15858.61388,16149.39027,6817.895547,15879.06415,4262.701495,6458.826363,4922.010405,4050.390379,14016.10716,15608.47287,6525.28133,15864.79921,12902.76262,10321.4043,12556.06721,13501.00233,14043.32569,14569.45082,14186.9373,14288.41679,13662.3347,12690.49115
Chiwan,10671.86565,10253.06066,10438.07014,10445.81531,10744.91559,11061.40088,10323.06488,10317.36234,4537.712579,9973.103694,3596.162551,9931.951309,10994.20137,10279.35805,3735.481379,3522.942837,10705.25606,10219.18961,9499.265002,10183.71517,3738.322905,10848.03245,10322.83301,11805.63994,6451.720555,0,2409.677948,2423.034392,4670.33717,2926.892812,7534.777322,7898.597229,3655.122316,11447.7191,2891.256841,2408.257757,9730.946444,2104.337532,2467.926091,4534.499289,10247.53479,11356.04366,1795.612566,11815.37924,11644.8649,5941.999543,11550.94639,9364.505878,3422.28252,15169.91639,9259.784358,4691.828021,10337.93335,10981.27244,6992.806262,10738.35669,2723.800941,11569.24838,3995.877106,6444.184823,10276.14992,2520.951287,1869.496137,11497.58779,3608.228612,4051.597327,8272.826575,10188.54899,9116.677807,5739.40335,7375.508566,9435.542026,2260.254085,10933.76069,2957.052326,6044.100468,9066.32858,9508.171022,8958.050946,10968.21659,2685.809943,9730.995987,2695.926219,2431.676981,3895.949752,2771.649003,10396.17605,10053.10435,10573.49432,2669.725766,11598.49498,10402.71347,2148.361159,10529.50922,2867.44674,8274.575265,10964.75987,4196.448858,9661.957238,15270.67383,10827.95089,11376.47819,11965.71345,11994.17844,10462.52701,9743.608978,9185.943684,8984.290658,8231.313137
Algeciras,10706.10881,11640.03994,10921.89058,10941.85401,10821.89429,10798.35725,10225.79297,10804.88065,5829.134795,9829.023249,1920.031751,11307.98306,11343.18352,10059.26745,2273.545176,1850.433214,11042.48703,11609.18956,10565.93387,11218.90528,2219.143745,12405.81365,10285.58351,11257.07378,7759.876113,2409.677948,0,581.3336666,5930.218317,4595.208833,9130.19384,7940.292539,1837.662755,12051.59717,3019.892521,52.00988993,8000.401628,1900.278586,3510.178706,6186.304684,10753.73152,8964.684955,1795.412804,11273.8575,11188.17655,8269.978889,11149.38864,9371.248853,1550.863784,17390.10352,7544.865683,3660.299544,10166.4396,10754.93888,4623.480097,10992.8216,1522.965546,11161.26878,1915.459815,7757.989572,9211.087526,877.3920793,1405.92099,12996.07648,1673.221094,5320.333386,9179.39662,8766.983868,7192.861296,6899.693628,8775.547213,10487.12693,3295.210765,11220.83153,3557.04482,7253.133835,7083.373582,9587.594616,6833.112075,11206.20221,1567.603556,11050.90331,3701.02069,3452.959765,2747.903297,3698.090127,10461.96827,8249.128682,10354.77226,1195.464518,9423.974954,10896.52739,1323.981084,10568.73871,3709.937801,8344.82856,8824.650556,2719.958341,8107.458781,13002.02954,8722.356869,8991.924465,9556.698262,9590.590536,8187.473745,7492.834235,7069.224944,6746.490475,5917.489195
Valencia,10127.57096,11126.34641,10342.77978,10362.98778,10242.58314,10231.90717,9650.134363,10226.03922,5361.889623,9254.068033,1432.921284,10795.34033,10761.92919,9488.107501,1749.085169,1358.616481,10461.2777,11096.16866,10021.9113,10668.19709,1704.668523,11912.49067,9708.161983,10713.31127,7268.360721,2423.034392,581.3336666,0,5456.064515,4234.145539,8673.984677,8513.071991,1395.617104,11473.44296,2480.94856,632.9433576,8456.027644,1405.468788,3075.509846,5781.173171,10175.43607,8950.295557,1368.169313,10729.57212,10636.40058,8363.225274,10593.27977,9948.832588,1116.180305,17013.19032,8008.359404,3106.96948,9593.457609,10186.36951,4825.244698,10411.53836,941.6853097,10605.68274,1609.79139,7267.353495,9756.687632,298.0602029,973.5325032,12487.67331,1275.97259,4859.627414,8629.036826,9272.488103,7607.396494,6396.743438,8288.015421,9942.131264,2872.901667,10639.50902,3052.208575,6752.788909,7480.787753,10163.39128,7180.033477,10625.07523,986.7379826,10532.51762,3249.873199,3018.021829,2190.422652,3234.363355,9882.380127,8685.098489,10936.06697,618.1928553,9722.127283,10317.68326,811.368936,9989.860302,3232.74614,8917.668764,9144.443108,2213.430479,8596.908509,12868.67767,8487.790389,8965.122764,9598.450438,9686.05588,8440.319761,7767.905468,7417.075819,7037.088696,6163.27127
Khawr Fakkan,6319.415525,5744.056559,5843.588362,5846.400738,6355.144129,6914.265895,6115.838837,5725.913899,139.7064125,5855.634585,5234.889633,5412.111027,6432.997777,6194.826105,4938.474056,5222.820878,6163.346893,5711.831844,4842.682615,5527.280917,5021.700654,6478.119373,6062.969394,7834.899294,1845.051394,4670.33717,5930.218317,5456.064515,0,1807.6,3223.84538,12320.61032,5448.162388,6794.784098,3067.536273,5969.185701,13910.52078,4050.727855,2442.04955,967.4595472,5651.325937,12121.5353,4136.152799,7835.934443,7604.695261,6706.89097,7470.146138,13683.67044,5486.732282,11584.26072,13464.4231,4335.168946,6197.787451,6810.599868,9825.32711,6237.696679,4736.068046,7492.133852,5975.417863,1841.248973,14930.85524,5247.583296,4524.464472,7081.945398,5615.05253,631.3744179,3609.462133,14677.6791,13024.41649,1069.231027,2849.214907,4775.661659,2668.568676,6404.745793,2422.38375,1382.557898,12870.18539,13752.56809,12459.82087,6462.785502,4659.479803,5174.109556,2235.802825,2497.552185,4479.435699,2232.330988,6045.676208,14123.73212,14950.62058,5041.535973,14671.6386,5805.668433,4644.695579,6186.610967,2223.970028,12647.42973,14238.30441,5006.391086,14036.52094,13645.14002,10101.92607,12044.46639,12992.43251,13428.61427,13294.89108,12775.90956,12691.32736,12151.50039,11186.05677
Jeddah,8094.062205,7343.628883,7651.162515,7653.874294,8137.790376,8645.255452,7853.411436,7533.513895,1668.621806,7564.847544,4505.57619,7018.695229,8240.016601,7899.458706,4339.525162,4466.683674,7968.799748,7310.033999,6580.404502,7263.636355,4403.593852,7986.0644,7813.661045,9532.357522,3527.995094,2926.892812,4595.208833,4234.145539,1807.6,0,4654.250233,10526.29845,4689.584126,8590.426799,2375.821702,4623.994875,12525.44754,2913.261904,1285.836786,1637.865633,7458.902731,12331.57081,2870.360625,9535.674136,9316.871499,5773.433566,9190.935976,11916.34532,4626.259046,12801.32932,12057.92325,4329.624408,7918.150295,8546.413031,8990.331024,8038.727965,3763.71459,9212.266261,5212.620282,3520.011255,13196.39499,4102.810934,3261.257175,8624.025305,4795.317092,1252.115058,5404.406336,13094.8302,11779.10685,2863.380805,4451.830763,6518.89105,1423.014503,8209.357939,1760.282321,3143.368504,11677.37637,12003.83175,11412.34595,8264.934721,3685.449394,6809.774087,1234.921023,1335.264857,4062.922602,1327.318842,7818.0163,12807.72654,13179.29841,3991.633536,13938.87306,7613.207953,3467.819398,7958.240498,1428.435718,10862.63239,13375.40361,4588.865609,12529.79965,14912.89529,10784.72468,12290.93788,13152.77407,13436.83211,12617.89017,11975.27129,11649.30356,11259.25561,10355.94416
Colombo,5093.761254,2734.181049,4072.428652,4054.110642,5041.582913,5904.42061,5223.173858,3994.235443,3312.926831,5197.421534,8397.984685,2426.710036,4658.768796,5484.264616,8067.374513,8394.23276,4506.910845,2700.028716,2400.466036,2980.924828,8154.356727,3331.932311,5089.686406,6854.14112,1529.656657,7534.777322,9130.19384,8673.984677,3223.84538,4654.250233,0,13982.91677,8614.503053,4563.840159,6281.83715,9166.689209,17129.10564,7268.902697,5620.264123,3016.93238,3917.614374,13753.06573,7335.86907,6843.415825,6584.359373,6620.518916,6424.038634,14845.40499,8679.609166,8360.421622,16674.88896,7195.646992,5396.015419,5789.416253,12909.5855,4684.46334,7955.594443,6446.118456,9129.504758,1523.813823,17431.05698,8470.664286,7729.164501,3971.170657,8795.232002,3814.743038,2136.546223,17709.96916,16239.48617,2409.65755,685.6198138,2380.241849,5837.556209,4734.894089,5645.682636,2064.219234,16071.00496,14754.08575,15596.74706,4846.609517,7879.649001,2272.427689,5430.886703,5677.405793,7557.563981,5440.496877,4897.405611,17345.87067,15846.29299,8264.507775,17239.34282,4032.451687,7863.127982,5015.633319,5442.133442,14151.78245,17074.22846,8053.10905,17184.04641,12981.13745,11307.75659,13632.29335,14525.04668,15108.44583,16015.31866,15690.06709,15817.58979,15188.57305,14217.83545
Santos,18568.04833,15931.79661,18025.68966,18013.59717,18642.84182,18696.09322,18153.74625,17928.33724,12180.95786,17763.29767,9771.211975,15838.14529,18633.87547,17997.91039,10165.17732,9713.490503,18429.36984,15911.16092,16361.2856,16807.4069,10096.71642,15585.31026,18189.65123,18588.31841,13748.00724,7898.597229,7940.292539,8513.071991,12320.61032,10526.29845,13982.91677,0,9624.832679,18322.46219,10588.99197,7888.334503,5141.297789,9486.346816,10366.34498,11781.15492,17848.68825,10900.82259,9219.203761,18610.96735,18741.78117,7555.223416,18816.68699,1478.920166,9364.749284,13044.93906,4968.919832,11578.35149,18106.52846,18675.80062,7919.947399,18545.64894,9444.132913,18813.55414,9421.155552,13734.19819,3509.794367,8811.023336,8982.425151,15869.37196,9412.638168,11773.93107,15744.10516,4345.878656,5715.072301,13329.70829,14290.19055,16352.90326,10157.87744,18674.51831,10824.30708,13539.19896,5949.794756,1662.318171,6585.602171,18759.45618,9476.668452,15897.50493,10593.60782,10330.23142,10679.39114,10670.20049,18293.97853,5496.696165,2680.688886,9131.256726,7641.487629,17984.6779,9078.952009,18425.12189,10764.1176,404.5971203,7223.658642,10557.86659,4546.637571,13056.31278,13048.05554,11035.13568,10497.98286,9946.383065,7882.172125,7500.901807,6590.317271,7230.305484,7623.110738
Felixstowe,9092.622478,10748.77397,9494.074964,9519.11744,9220.22279,9084.903211,8581.464758,9384.866651,5387.693536,8181.428633,217.2020557,10431.844,9831.807981,8378.974956,606.1829433,228.0892276,9539.524844,10722.66832,9507.009922,10094.74079,519.6126795,11605.17722,8660.703793,9468.498766,7107.966009,3655.122316,1837.662755,1395.617104,5448.162388,4689.584126,8614.503053,9624.832679,0,10625.2779,2420.229766,1884.181249,8601.039211,1882.217368,3407.130122,6013.340314,9345.797347,7919.221467,2076.644725,9486.300192,9418.641673,9549.106996,9392.668244,10997.55852,286.9867408,16796.44897,8197.577037,1982.702971,8498.735822,9053.180597,4393.209948,9455.83889,1010.606254,9402.855302,533.3586516,7110.966291,10287.19742,1180.428297,1829.346843,12095.99799,221.5868747,4940.515472,8106.060701,9600.69053,7635.284827,6215.539711,8111.726716,9422.983126,3271.904217,9687.934859,3097.344937,6570.191853,7457.080926,11232.36651,7013.038067,9653.260362,1076.897279,10147.74477,3501.505419,3355.794466,1178.899056,3439.249189,8869.541768,8750.855466,11848.10585,985.397346,9332.588938,9474.989767,1538.382525,8962.127628,3382.533828,10025.7373,8831.786162,933.0340868,8872.89059,11622.34137,7174.98255,7913.599931,8650.689614,8836.015804,7973.439734,7380.540984,7243.694481,6718.196705,5765.307452
Manila,1850.340186,2392.315806,1135.269741,1112.839536,1702.332049,2419.756103,2386.148533,1249.33358,6931.146169,2733.783589,10442.08796,2502.823083,896.4462327,2708.383781,10031.97386,10484.80164,1138.306119,2413.68791,2174.084682,1602.604941,10112.99406,2775.121693,2245.725279,2999.758239,5122.154151,11447.7191,12051.59717,11473.44296,6794.784098,8590.426799,4563.840159,18322.46219,10625.2779,0,9113.531424,12102.16634,16554.76162,10266.60816,9048.710971,7134.496205,1298.034761,10776.26053,10482.28487,2979.469073,2777.445569,10799.0813,2647.19969,18052.22627,10844.54244,6344.232839,16693.0988,8651.213992,2554.222532,2355.12754,13260.83326,1290.43983,10538.41252,2660.748152,10950.05257,5133.18625,18035.25289,11184.25558,10793.92504,2588.030156,10846.77818,7402.06153,3186.414534,17342.66706,15905.51421,5729.016518,4388.031486,2207.78896,9274.840012,1080.983462,8722.187118,5450.758275,15656.80377,17788.33155,14986.71264,1176.933046,10488.04717,2474.325542,8818.360993,9094.775738,9469.648646,8765.861861,1958.869329,16207.0084,17551.32201,10876.87363,14062.90595,1157.881287,10773.04307,1928.817035,8697.497454,18270.57268,14483.33896,9724.173789,17157.36896,8529.175732,8543.279498,10641.03708,11205.58704,11760.27933,13798.51853,14134.61397,15011.66878,14325.96305,13805.59246
Constantinopole,7988.016328,8649.677682,8004.721074,8020.877356,8082.435431,8268.7331,7577.058841,7884.638296,2994.187377,7203.476578,2215.870272,8319.523009,8483.877321,7488.333484,1989.423251,2192.15254,8182.750375,8619.884903,7546.278326,8199.634464,2060.996471,9449.878187,7601.246377,8950.019145,4823.571326,2891.256841,3019.892521,2480.94856,3067.536273,2375.821702,6281.83715,10588.99197,2420.229766,9113.531424,0,3066.149648,10869.69927,1153.856858,1124.259717,3593.485841,7826.521565,9976.92173,1381.076961,8961.245588,8807.003373,7884.806439,8725.47804,12067.1272,2428.466798,14631.27884,10436.30868,2099.270901,7564.46787,8199.345532,6812.021719,8168.229373,1675.628167,8742.372738,2953.54804,4823.959853,12230.94006,2234.806329,1681.534682,10012.68502,2568.293619,2528.544403,6160.456177,11743.39884,9959.64244,3939.338308,5844.035802,7467.318737,1094.060217,8385.751998,677.604969,4297.39825,9802.726802,12243.90911,9403.643934,8393.07374,1600.918444,8054.000391,1141.42246,1088.699947,1688.737216,1056.816537,7722.01432,11064.19059,13186.74361,1994.766984,11750.80137,7975.59272,1696.741102,7845.368085,978.7122494,10984.34281,11251.25159,2213.08276,11054.38851,13050.01427,8646.439715,9943.450975,10785.19622,11061.03457,10387.1105,9800.75061,9637.176553,9134.541584,8184.993554
Tanger,10758.09357,11682.29802,10972.67399,10992.58371,10873.84976,10850.11628,10277.80009,10855.6063,5867.445154,9881.024393,1968.769284,11350.16271,11394.63762,10111.19097,2323.846989,1899.46667,11093.90941,11651.37566,10611.80212,11265.54779,2269.000836,12445.69705,10337.58873,11307.65559,7800.244679,2408.257757,52.00988993,632.9433576,5969.185701,4623.994875,9166.689209,7888.334503,1884.181249,12102.16634,3066.149648,0,7964.507817,1943.484421,3546.43472,6218.48197,10804.34392,8973.100967,1833.46075,11324.46973,11239.21943,8255.747591,11200.66397,9319.245242,1597.550762,17414.63657,7508.22895,3711.65917,10218.4076,10806.77707,4614.528883,11044.47974,1574.620454,11212.51668,1953.616539,7798.267083,9165.045458,929.2403368,1445.690191,13037.55563,1717.622232,5358.153868,9226.118266,8725.590743,7161.449523,6941.38949,8815.342907,10533.11755,3330.527874,11272.44596,3599.777622,7294.501958,7053.755497,9535.586748,6808.688271,11257.93775,1618.957864,11093.75715,3738.653302,3489.283506,2799.495708,3736.887452,10513.90814,8215.237336,10303.27881,1247.425261,9403.450538,10947.25276,1369.717333,10620.71228,3749.983755,8292.867851,8802.227598,2769.19166,8067.921114,13019.2182,8749.747729,9001.425008,9559.872592,9588.903992,8171.717119,7475.213235,7044.622342,6727.668161,5903.423481
Balboa,15016.72805,18815.87542,16198.65023,16233.48767,15141.97943,14269.08242,14599.27545,16187.05474,13817.90739,14392.3481,8818.131662,18681.99448,15894.50391,14257.06409,9175.290611,8813.605743,15837.36532,18818.85195,17564.58799,17715.1342,9086.495461,19236.7073,14761.66481,13567.69189,15689.18014,9730.946444,8000.401628,8456.027644,13910.52078,12525.44754,17129.10564,5141.297789,8601.039211,16554.76162,10869.69927,7964.507817,0,9861.410719,11510.55486,14156.62652,16224.42589,5784.039003,9793.84109,13587.14238,13802.92621,12486.36572,13943.50486,5111.929267,8508.016356,14528.73759,471.2030611,10218.23977,14401.20413,14358.20356,4528.829033,15618.14708,9194.1584,13927.67327,8105.743928,15690.4246,2350.320873,8663.507725,9400.163223,18648.52476,8407.673179,13314.51749,16413.77913,1240.373662,1046.844832,14798.39039,16705.32788,17490.95124,11294.91036,15725.11443,11492.98614,15156.23474,1294.626689,5332.088068,1969.583323,15596.81581,9268.806543,18417.55964,11698.37908,11453.30962,9715.765252,11688.76402,15054.8529,402.9776378,4803.561318,8878.303121,2636.876503,16220.08538,9267.178277,15007.3249,11688.62869,5199.074756,2116.671238,9258.018868,627.4277784,8443.132241,8090.812788,5919.679803,5359.445963,4819.288327,2765.244221,2529.91126,1832.528784,2591.793252,3425.423965
Gioia Tauro,9100.766869,9740.283493,9155.369455,9171.952921,9200.519171,9334.462637,8670.588524,9035.536999,3956.499322,8288.731413,1741.512361,9408.361486,9626.950775,8560.275765,1743.231587,1683.335464,9325.403375,9709.542704,8676.564693,9336.659654,1771.167733,10513.93434,8704.061938,9958.251837,5867.649146,2104.337532,1900.278586,1405.468788,4050.727855,2913.261904,7268.902697,9486.346816,1882.217368,10266.60816,1153.856858,1943.484421,9861.410719,0,1691.156011,4401.56994,8978.109068,9795.022466,312.8965786,9971.208041,9835.325971,7754.257821,9765.240961,10959.88795,1757.00027,15617.88189,9413.719781,2590.49846,8645.4387,9271.681636,6077.317742,9304.540493,882.6139321,9780.860359,2368.119997,5866.294737,11099.07845,1214.856672,527.6778297,11097.80103,1939.813673,3455.160025,7299.829609,10664.75436,9004.585601,5001.70357,6886.156859,8598.841941,1504.72486,9524.471032,1657.067971,5356.249151,8871.146339,11147.41521,8541.395447,9527.698554,809.7728134,9150.642082,1852.130897,1634.17411,1803.215843,1831.1662,8838.899935,10087.71722,12052.06946,1078.469486,11027.45345,9126.631815,594.2423949,8958.809244,1827.280411,9885.794973,10474.52461,2163.153479,9997.189606,13343.35741,8861.541602,9785.579347,10532.84417,10712.03042,9705.837554,9063.079112,8778.142823,8352.886177,7442.907035
Port Said,8204.780404,8185.758767,8002.054497,8012.025297,8277.028229,8617.566362,7866.01348,7880.796004,2331.978157,7524.80455,3220.848863,7853.669932,8543.2317,7838.627587,3056.427539,3183.160655,8250.788576,8153.613374,7235.515224,7915.240687,3119.190013,8914.100829,7860.608421,9405.319347,4286.571569,2467.926091,3510.178706,3075.509846,2442.04955,1285.836786,5620.264123,10366.34498,3407.130122,9048.710971,1124.259717,3546.43472,11510.55486,1691.156011,0,2710.814502,7813.559418,11099.64243,1718.206551,9413.134441,9226.816742,6798.965716,9123.506388,11830.01142,3354.517779,13937.81198,11054.63385,3185.552481,7889.41684,8533.213863,7739.885668,8276.464884,2503.917907,9142.73254,3932.852086,4283.029993,12537.1807,2904.901619,2113.809751,9522.99468,3519.281598,1819.094241,5921.979157,12235.71011,10682.45097,3465.022031,5289.453001,7163.69226,230.1773856,8475.672051,651.6988115,3805.423295,10555.6523,11968.18275,10232.46583,8506.23837,2424.97066,7612.921787,230.9412372,57.50474738,2807.551048,307.341418,7928.804152,11754.08525,13041.09406,2756.320065,12697.9692,7968.092942,2275.10038,8062.580952,420.4529329,10740.89709,12157.41985,3323.51273,11601.89596,14070.36143,9729.086738,11067.15203,11903.2667,12164.906,11358.68141,10733.77203,10469.17694,10033.64546,9111.448408
Mina Raysut,6931.638516,5719.192491,6296.121482,6293.016907,6947.255205,7594.06013,6796.754176,6184.94857,903.3515272,6576.445335,5809.274465,5397.461735,6905.427241,6916.186157,5561.700645,5785.25367,6659.725155,5685.383239,5040.579155,5715.089056,5638.82341,6348.436156,6724.51026,8544.379764,2012.672494,4534.499289,6186.304684,5781.173171,967.4595472,1637.865633,3016.93238,11781.15492,6013.340314,7134.496205,3593.485841,6218.48197,14156.62652,4401.56994,2710.814502,0,6106.74485,13050.03134,4415.358654,8542.930395,8300.174465,5756.061788,8156.663536,13055.94243,6005.931129,11233.06604,13690.69758,5146.416563,6900.592761,7484.971899,10401.54795,6764.553644,5187.845484,8179.222106,6546.698733,2001.434868,14742.42368,5615.708019,4811.962213,6987.676424,6155.238966,1134.242004,3993.671385,14721.59321,13378.55722,1603.796216,2852.458054,4986.121032,2908.323692,6905.629181,2916.057639,1761.224567,13260.79155,13090.58645,12941.25103,6980.266838,5108.91387,5199.343095,2558.319111,2768.005778,5162.275993,2598.934162,6666.780792,14428.54411,14312.21168,5458.801261,15343.30114,6256.143841,4985.333848,6807.310357,2638.946563,12073.72528,14839.56496,5699.945539,14167.19441,14524.08016,11068.19975,12978.06029,13918.53579,14330.00003,13975.20668,13393.59776,13177.70005,12717.42275,11775.57331
